Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.655745583,0.1132122,0.6075372,0.2044083,0.01358048,0.007822186,0.9801263,-0.32901,-19.51123,-42.06158,1027.199
0.675718913,0.1132122,0.1796837,-0.03894361,0.01363726,0.007683371,1.003103,-0.32901,-19.51123,-42.06158,1027.199
0.695692284,-0.06924627,-0.06480397,-0.03894361,0.02894758,-0.0005347366,1.018681,-0.326757,-19.15853,-42.48689,1027.195
0.715665312,-0.1300658,0.3019276,-0.09978159,0.0288908,-0.0003959215,0.9957035,-0.326757,-19.15853,-42.48689,1027.195
0.735638600,0.3564901,0.1185618,-0.2214575,0.021212,-0.0001870827,0.9955727,-0.326757,-19.15853,-42.48689,1027.195
0.755611565,0.05239271,-0.1870478,-0.2214575,0.005835471,0.0002768668,0.9876521,-0.3271413,-19.51171,-42.49112,1027.195
0.775584717,0.1132122,-0.2481697,-0.09978159,0.0288908,-0.0003959215,0.9957035,-0.3271413,-19.51171,-42.49112,1027.195
0.795557880,-0.008426782,0.05743987,0.08273234,0.006043592,0.0156001,1.002975,0.3748827,-19.50202,-42.48401,1027.195
0.815531012,-0.008426782,0.05743987,0.02189437,0.01351427,6.802799E-05,0.9877829,0.3748827,-19.50202,-42.48401,1027.198
0.835504384,0.2956707,0.3630495,0.02189437,0.01380753,0.02309914,1.003108,0.3748827,-19.50202,-42.48401,1027.198
0.855477349,0.2348512,-0.1870478,0.2044083,0.02129713,0.007520804,0.9955752,-0.6800222,-19.51607,-42.06514,1027.198
0.875450522,0.05239271,-0.3092916,0.2044083,0.01351427,6.802799E-05,0.9877829,-0.6800222,-19.51607,-42.06514,1027.198
0.895423716,0.05239271,0.3019276,0.02189437,0.02145798,0.01504361,1.026214,-0.3271413,-19.51171,-42.49112,1027.198
0.915396775,0.05239271,0.05743987,0.08273234,0.01344807,-0.007686131,0.9954395,-0.3271413,-19.51171,-42.49112,1027.198
0.935370115,-0.06924627,-0.003682045,0.08273234,0.005958459,0.00789221,1.002973,-0.3271413,-19.51171,-42.49112,1027.198
0.955343174,0.05239271,-0.1870478,0.08273234,0.0212782,0.007567076,0.9879161,0.373014,-19.50154,-42.05447,1027.198
0.975316441,0.05239271,0.2408056,-0.03894361,0.01363726,0.007683371,1.003103,0.373014,-19.50154,-42.05447,1027.198
0.995289500,0.1132122,0.05743987,0.1435703,0.01365619,0.007637099,1.010762,-0.3288927,-19.15798,-41.99599,1027.198
1.015262684,0.1132122,-0.2481697,0.08273234,0.0288908,-0.0003959215,0.9957035,-0.3288927,-19.15798,-41.99599,1027.198
1.037732683,-0.06924627,0.1185618,-0.09978159,0.01363726,0.007683371,1.003103,-0.3288927,-19.15798,-41.99599,1027.198
1.057705898,0.3564901,0.6075372,0.2044083,0.02136333,0.01527496,0.9879186,0.01948166,-19.85902,-41.57135,1027.198
1.077679071,0.05239271,0.1185618,0.02189437,0.021212,-0.0001870827,0.9955727,0.01948166,-19.85902,-41.57135,1027.198
1.097652203,0.1132122,0.05743987,0.08273234,0.006043592,0.0156001,1.002975,-0.326757,-19.15853,-42.48689,1027.198
1.117625158,0.05239271,-0.003682045,0.02189437,0.02107959,-0.0156954,1.010886,-0.326757,-19.15853,-42.48689,1027.198
1.137598321,0.1132122,0.1185618,0.08273234,0.01361833,0.007729643,0.9954444,-0.326757,-19.15853,-42.48689,1027.196
1.157571713,0.1740317,-0.2481697,0.08273234,0.0135994,0.007775914,0.9877853,-0.3283057,-18.86374,-42.05383,1027.196
1.177544584,0.05239271,0.05743987,0.6302742,0.09095498,0.05179603,1.012085,-0.3283057,-18.86374,-42.05383,1027.196
1.197517925,0.4781291,-0.1870478,8.478373,-0.01016534,-0.0610611,1.002689,-0.3296609,-19.86434,-42.00445,1027.196
1.217491192,-0.1908853,0.05743987,-5.27101,0.1195986,-0.1418753,1.035524,-0.3296609,-19.86434,-42.00445,1027.194
1.237464178,-0.1300658,1.524366,-0.7081613,-0.09282541,0.1030555,1.008961,-0.3296609,-19.86434,-42.00445,1027.194
1.257437455,-0.008426782,-0.7371451,-1.194865,-0.001985246,-0.007083366,0.9645417,-0.329277,-19.51116,-42.00022,1027.194
1.277410650,-0.1908853,-0.4926574,-0.9515132,0.1128089,-0.04884793,0.9818093,-0.329277,-19.51116,-42.00022,1027.194
1.297383927,0.3564901,0.6686591,-0.2822955,-0.04697016,0.07858624,1.025056,-0.32901,-19.51123,-42.06158,1027.194
1.317357132,0.2348512,-0.6149012,-0.5864854,-0.002401404,-0.05356205,1.002822,-0.32901,-19.51123,-42.06158,1027.194
1.337330201,-0.06924627,-0.003682045,0.4477602,0.09047253,0.01339542,0.9890956,-0.32901,-19.51123,-42.06158,1027.194
1.357303229,0.4781291,0.3019276,-0.4039715,-0.01682254,0.03164238,1.002588,-0.6777692,-19.16337,-42.49045,1027.194
1.377276579,0.05239271,-0.2481697,0.8736261,-0.009824805,-0.03022955,1.002699,-0.6777692,-19.16337,-42.49045,1027.194
1.397249815,-0.06924627,0.05743987,-0.6473234,0.06755912,0.02163727,1.004024,-0.6785374,-19.86972,-42.49891,1027.194
1.417222707,0.1132122,0.1185618,1.603682,-0.06347234,-0.02110606,1.009445,-0.6785374,-19.86972,-42.49891,1027.194
1.437195808,-0.3125242,-0.2481697,0.5085982,0.03672094,0.01485729,0.9881801,-0.6785374,-19.86972,-42.49891,1027.194
1.457169127,0.3564901,-0.4315355,0.6911122,0.05193662,0.006870537,0.965462,-0.6806731,-19.86918,-42.00801,1027.194
1.477142405,0.1132122,-0.003682045,0.2044083,0.07592841,0.0909845,0.9735404,-0.6806731,-19.86918,-42.00801,1027.194
1.497115506,0.7214071,-0.9816328,3.793849,-0.03335308,-0.07589663,1.009951,0.02535582,-19.86052,-42.92134,1027.194
1.517088918,0.05239271,-0.3704135,-1.499055,0.06765367,0.03723814,0.9733924,0.02535582,-19.86052,-42.92134,1027.192
1.539558532,0.2956707,-0.06480397,0.934464,0.01382645,0.02305287,1.010767,0.02535582,-19.86052,-42.92134,1027.192
1.559531517,0.5997681,-0.1259259,0.1435703,-0.002486537,-0.06126994,1.00282,-0.6821585,-19.51553,-41.57424,1027.194
1.579504889,-0.06924627,0.1185618,0.5694362,-0.001143337,0.06210253,0.9952,-0.6821585,-19.51553,-41.57424,1027.194
1.599478177,0.2348512,0.1185618,-1.134027,0.04395515,-0.02384472,0.9806396,-0.6804061,-19.86925,-42.06937,1027.194
1.619451048,0.2348512,0.4241714,1.177816,-0.01699281,0.01622662,1.002583,-0.6804061,-19.86925,-42.06937,1027.194
1.639424232,-0.06924627,-0.1870478,-0.4039715,0.04452273,0.02226379,1.003631,-0.6804061,-19.86925,-42.06937,1027.192
1.659397510,0.05239271,0.1796837,-0.5256474,0.02868268,-0.01571915,0.9803805,-0.32901,-19.51123,-42.06158,1027.192
1.679370798,-0.1908853,0.5464152,0.7519501,-0.04774586,0.01715451,0.9867415,-0.32901,-19.51123,-42.06158,1027.192
1.699344044,0.5389487,-1.348364,-1.499055,0.02105124,-0.0235421,1.033861,0.02200174,-19.50639,-42.05802,1027.192
1.719316978,1.086324,-2.142949,0.1435703,-0.002060872,-0.0227305,1.002832,0.02200174,-19.50639,-42.05802,1027.192
1.739290204,0.1132122,-1.898462,-1.012351,-0.02516348,-0.02985814,1.010096,0.02200174,-19.50639,-42.05802,1027.192
1.759263408,1.268782,-5.199045,-1.803245,-0.05607729,-0.05228527,1.032543,0.02200174,-19.50639,-42.05802,1027.192
1.779236561,4.492215,-10.39441,-5.210172,-0.002836491,-0.09999446,1.033444,0.02200174,-19.50639,-42.05802,1027.192
1.799209922,9.722692,-15.1008,-6.061903,0.0285125,-0.04696715,1.049302,-0.3271413,-19.51171,-42.49112,1027.188
1.819194407,10.51334,-16.20099,-4.35844,0.07494476,-0.0174349,1.057756,-0.3271413,-19.51171,-42.49112,1027.188
1.839167602,12.52039,-17.30119,-1.438217,0.06754028,0.005851325,1.065292,-0.3271413,-19.51171,-42.49112,1027.188
1.859140692,15.86546,-16.44548,0.4477602,0.07535149,0.0211508,1.050109,-0.3308792,-19.51075,-41.63204,1027.188
1.879113886,20.6702,-13.63387,1.66452,0.08293565,0.02117332,1.011944,-0.3308792,-19.51075,-41.63204,1027.192
1.899087060,25.47494,-9.294213,2.272899,0.05254206,0.05288649,1.003772,-0.9776888,-20.57862,-41.16035,1027.192
1.919060087,29.79312,-5.137923,2.090385,0.06024921,0.06052436,0.9809281,-0.9776888,-20.57862,-41.16035,1027.194
1.939033479,35.44933,-1.83734,2.151223,0.05246635,0.05307158,0.9731358,-0.9776888,-20.57862,-41.16035,1027.194
1.959006496,40.37571,0.729781,3.428821,0.08292615,0.02911257,0.9736515,-2.030725,-20.59315,-41.17102,1027.192
1.978979670,44.93718,4.947193,4.828094,0.07542703,0.05263015,0.9428918,-2.030725,-20.59315,-41.17102,1027.192
1.998952854,49.31618,7.453192,5.375636,0.06807934,0.07577757,0.9734046,-1.683118,-22.00054,-40.75485,1027.192
2.018926048,51.99224,8.125533,5.375636,0.04509964,0.09209749,0.9270628,-1.683118,-22.00054,-40.75485,1027.192
2.041395734,55.45895,8.431143,3.550497,0.02249841,0.1233242,0.9649756,-2.043345,-23.35726,-38.99509,1027.192
2.061368929,56.8578,7.69768,1.177816,-0.000197452,0.1547823,0.9645931,-2.043345,-23.35726,-38.99509,1027.192
2.081342289,58.7432,6.903095,-1.681569,0.01524528,0.1620725,0.964857,-2.043345,-23.35726,-38.99509,1027.194
2.101315463,61.05434,5.925144,-4.175926,0.007869156,0.1932054,0.9494179,-1.34763,-25.46562,-38.09291,1027.194
2.121288584,64.15614,5.191681,-6.061903,0.0308015,0.1849173,0.9421487,-1.34763,-25.46562,-38.09291,1027.194
2.141261872,68.29185,4.886071,-6.974473,0.04643342,0.207577,0.9500767,-1.356962,-27.17075,-36.39519,1027.194
2.161234921,72.12349,5.436169,-6.913635,0.02361456,0.2314197,0.9343736,-1.356962,-27.17075,-36.39519,1027.194
2.181208032,76.56331,5.741778,-6.852797,0.03908565,0.2465566,0.9116628,-1.356962,-27.17075,-36.39519,1027.194
2.201181403,80.33411,5.619534,-6.426931,0.02422934,0.3011608,0.873123,-1.017749,-28.92928,-34.14235,1027.194
2.221154545,83.37509,5.436169,-6.366093,0.01689107,0.3322012,0.8730021,-1.017749,-28.92928,-34.14235,1027.196
2.241127667,86.65935,3.663633,-5.331848,0.0558243,0.3694189,0.9196226,-1.017749,-28.92928,-34.14235,1027.196
2.261100861,89.27458,2.807926,-2.837491,0.07883227,0.3767779,0.874063,-0.7333531,-30.98395,-32.81408,1027.196
2.281074034,93.04539,3.724755,-1.924921,0.06422193,0.4466128,0.8661644,-0.7333531,-30.98395,-32.81408,1027.196
2.301047291,94.26178,2.991292,-2.168273,0.003113144,0.4791613,0.8574689,-0.747725,-33.39434,-30.14301,1027.196
2.321020225,92.19392,0.4852933,-2.715815,0.003226626,0.4947159,0.8344966,-0.747725,-33.39434,-30.14301,1027.196
2.340993534,91.09917,-2.81529,-2.776653,0.0269631,0.539874,0.9114943,-0.747725,-33.39434,-30.14301,1027.198
2.360966645,88.36229,-3.365388,-2.898329,-0.0495128,0.5807795,0.8642442,-0.410882,-35.85883,-27.53045,1027.198
2.380939954,84.6523,-0.2481697,-4.540954,-0.01891116,0.5802218,0.818813,-0.410882,-35.85883,-27.53045,1027.198
2.400913221,83.13181,-0.4315355,-8.373747,-0.0337202,0.6426264,0.7649575,-0.4267392,-37.91556,-24.42561,1027.198
2.420886353,82.7669,-4.526704,-12.38905,-0.01054196,0.6654012,0.7194028,-0.4267392,-37.91556,-24.42561,1027.199
2.440859360,83.19263,-6.238118,-15.73514,-0.01820184,0.6655638,0.7269312,-0.4267392,-37.91556,-24.42561,1027.199
2.460832491,82.1587,-7.399434,-15.79598,0.06589599,0.6404205,0.6824079,-0.4422755,-39.67798,-21.31725,1027.199
2.480805779,80.03002,-6.543727,-14.09252,0.05086951,0.6637768,0.71279,-0.4422755,-39.67798,-21.31725,1027.199
2.500779015,78.57035,-8.805239,-12.44989,0.02868443,0.7414821,0.7124221,0.5964389,-40.30748,-18.18482,1027.201
2.520752053,78.93527,-10.33329,-13.05827,0.02103398,0.7495377,0.6893166,0.5964389,-40.30748,-18.18482,1027.201
2.543221916,78.26626,-8.866361,-13.48414,0.005354695,0.7349098,0.6277776,0.9336662,-42.41879,-15.56803,1027.201
2.563195048,78.93527,-8.194019,-11.96319,0.03598476,0.7263666,0.6282983,0.9336662,-42.41879,-15.56803,1027.201
2.583168305,83.49673,-6.176996,-9.955534,0.05132343,0.7259951,0.6209008,0.9336662,-42.41879,-15.56803,1027.201
2.603141520,88.84885,-3.915485,-8.677937,0.04388102,0.7652061,0.5441915,1.61982,-42.75834,-12.00609,1027.201
2.623114610,93.47113,1.463244,-8.677937,-0.02510528,0.7905332,0.4894084,1.61982,-42.75834,-12.00609,1027.201
2.643087763,95.78226,3.419145,-9.347154,0.02521257,0.4887414,0.4442741,2.306755,-44.09903,-8.885678,1027.201
2.663060957,97.91095,2.318951,-8.312908,-0.03998985,0.8214586,0.5427701,2.306755,-44.09903,-8.885678,1027.201
2.683034131,103.0198,1.279878,-7.096149,-0.0247364,0.8292115,0.4664434,2.306755,-44.09903,-8.885678,1027.201
2.703007335,107.3988,2.380073,-5.818552,-0.009814052,0.8140258,0.3594732,1.936636,-43.74574,-4.405507,1027.203
2.722980405,111.5953,4.947193,-3.080842,-0.009634279,0.8215024,0.397771,1.936636,-43.74574,-4.405507,1027.203
2.742953432,114.6971,7.086461,-0.4648094,0.02939342,0.8901531,0.3448334,1.567501,-44.45251,-0.4289293,1027.203
2.762926616,117.9206,6.903095,1.66452,-0.03082619,0.999688,0.3514805,1.567501,-44.45251,-0.4289293,1027.203
2.782899810,118.2855,8.186655,5.010608,0.02193208,0.9294103,0.2604651,1.567501,-44.45251,-0.4289293,1027.201
2.802873015,118.3463,8.98124,7.930831,-0.008697988,0.9379536,0.2599444,1.897153,-44.44223,4.483668,1027.201
2.822846095,115.7919,8.553387,10.48603,-0.008310263,0.9924178,0.1757119,1.897153,-44.44223,4.483668,1027.199
2.842819299,111.5953,8.308899,12.55452,0.02266033,1.014706,0.1762423,1.531423,-43.73677,8.047625,1027.199
2.862792514,103.2022,7.208704,15.83977,0.03817869,1.037643,0.1382159,1.531423,-43.73677,8.047625,1027.199
2.882765584,94.93079,8.125533,18.94251,0.06876131,1.052964,0.01619882,1.531423,-43.73677,8.047625,1027.199
2.902738892,86.29443,9.531337,20.95016,0.01568135,1.108196,0.04593674,1.164528,-42.38334,12.04888,1027.199
2.922712014,74.61709,9.775825,21.011,0.008210677,1.123728,0.06112899,1.164528,-42.38334,12.04888,1027.199
2.942685083,61.78417,6.597485,20.70681,0.008201255,1.115835,0.09176281,0.7969289,-41.67741,16.04237,1027.199
2.962658330,48.28225,0.7909029,20.52429,0.02333172,1.115973,0.0001155689,0.7969289,-41.67741,16.04237,1027.199
2.985128141,33.1382,-6.543727,18.75999,-0.007099731,1.147779,-0.02337497,0.7969289,-41.67741,16.04237,1027.199
3.005101314,19.39299,-11.00563,14.98804,0.008068588,1.147824,-0.09970407,-0.6114569,-40.28257,17.39505,1027.199
3.025074560,5.951883,-13.14489,9.816809,0.02334105,1.139698,-0.09944496,-0.6114569,-40.28257,17.39505,1027.199
3.045047577,-8.097419,-13.57275,5.923178,0.04651937,1.146641,-0.07607297,-1.260149,-39.64246,18.74627,1027.198
3.065020834,-19.77476,-13.14489,1.907872,0.06954635,1.138121,-0.04504681,-1.260149,-39.64246,18.74627,1027.198
3.084994050,-29.20178,-10.88338,-1.134027,0.05392385,1.123354,-0.0836086,-1.260149,-39.64246,18.74627,1027.198
3.104967431,-35.64865,-6.788215,-5.088496,0.03848111,1.116064,-0.08387261,-0.963954,-39.93376,17.82526,1027.198
3.124940428,-42.82535,-3.487631,-8.55626,0.01557721,1.116367,-0.03065148,-0.963954,-39.93376,17.82526,1027.199
3.144913684,-49.08975,-2.081827,-12.38905,0.03850963,1.092246,0.03100606,-0.9584641,-40.28843,16.47104,1027.199
3.164886754,-55.7799,-0.6149012,-14.21419,0.04598031,1.076714,0.01581381,-0.9584641,-40.28843,16.47104,1027.198
3.184859896,-61.80103,0.8520249,-15.12676,0.05358348,1.060858,0.05423504,-0.9584641,-40.28843,16.47104,1027.198
3.204833184,-69.46428,2.685682,-13.78833,0.04574393,1.037712,0.09239225,0.1015472,-40.98223,14.69373,1027.199
3.224806274,-73.96493,5.558413,-11.71984,0.07654426,1.044585,0.09291782,0.1015472,-40.98223,14.69373,1027.199
3.244779427,-77.91819,9.714703,-7.339501,0.1152883,1.066433,0.1318744,0.4632716,-41.68667,12.05022,1027.199
3.264752486,-82.78375,16.07138,-1.438217,0.03751656,0.975934,0.1458554,0.4632716,-41.68667,12.05022,1027.199
3.284725659,-85.76391,19.06636,3.489659,-0.02353537,0.9925116,0.2290637,0.4632716,-41.68667,12.05022,1027.198
3.304698895,-87.16275,18.21065,6.227368,-0.0003097749,1.007255,0.2371201,0.4773388,-42.75008,8.53984,1027.198
3.324672037,-87.95341,17.66055,10.18184,0.053177,0.974776,0.268662,0.4773388,-42.75008,8.53984,1027.196
3.344645065,-89.96045,18.69963,15.83977,0.05328107,0.9824376,0.2763235,0.1384721,-44.11224,5.390554,1027.196
3.364618311,-93.12306,19.06636,20.70681,0.02997984,0.9520475,0.3065577,0.1384721,-44.11224,5.390554,1027.196
3.384591464,-93.42716,19.00523,22.95781,0.02997993,0.9362153,0.3754844,0.1384721,-44.11224,5.390554,1027.196
3.404564783,-92.87978,15.52129,24.47876,0.007019242,0.9366568,0.4057283,0.153574,-44.46936,1.827271,1027.194
3.424537852,-93.06224,13.44314,24.90463,0.05318668,0.9351723,0.4448083,0.153574,-44.46936,1.827271,1027.194
3.444511026,-93.91372,12.52631,24.5396,0.0528178,0.896494,0.4677733,-0.883709,-44.4879,-1.803822,1027.194
3.466980889,-95.67748,15.21568,24.96547,0.05990067,0.84233,0.467887,-0.883709,-44.4879,-1.803822,1027.194
3.486954073,-98.71845,16.80485,25.20882,0.005780189,0.8051137,0.4899364,-0.883709,-44.4879,-1.803822,1027.198
3.506927132,-96.71141,11.18163,21.4977,0.006328929,0.8354363,0.5741959,-2.562528,-44.16255,-5.805383,1027.198
3.526900378,-94.40027,6.658607,16.38731,0.07547598,0.8334641,0.5906911,-2.562528,-44.16255,-5.805383,1027.198
3.546873489,-97.6237,5.986266,15.4139,0.05934268,0.7724501,0.5521147,-2.895802,-43.81863,-9.793307,1027.198
3.566846600,-103.8273,7.819923,13.6496,0.004427567,0.6738483,0.5281901,-2.895802,-43.81863,-9.793307,1027.198
3.586819846,-104.7396,5.925144,7.930831,0.02823033,0.7109282,0.666458,-2.895802,-43.81863,-9.793307,1027.198
3.606793020,-103.8881,1.279878,1.96871,0.1360836,0.7308968,0.7065915,-3.583824,-43.4786,-12.92571,1027.196
3.626766204,-106.8683,2.563438,0.5694362,0.1280264,0.7003667,0.6911329,-3.583824,-43.4786,-12.92571,1027.196
3.646739513,-112.7069,5.925144,-0.5864854,0.0657635,0.6407444,0.6287945,-4.559648,-42.49614,-16.97376,1027.2
3.666712759,-115.6263,5.619534,-4.845144,-0.02732799,0.5505707,0.657832,-4.559648,-42.49614,-16.97376,1027.2
3.686685807,-112.0987,-4.037729,-9.77302,0.07394393,0.6313933,0.8663539,-4.559648,-42.49614,-16.97376,1027.194
3.706659126,-115.8696,-6.604849,-11.47648,0.09674377,0.623429,0.8054713,-3.896467,-40.37262,-20.93045,1027.194
3.726632238,-119.2146,-4.954557,-12.63241,0.0648934,0.5320474,0.7589643,-3.896467,-40.37262,-20.93045,1027.194
3.746605286,-119.4579,-1.53173,-14.82257,0.001798121,0.3953,0.7042606,-3.524107,-38.66571,-25.38595,1027.194
3.766578584,-109.4227,-6.543727,-17.4386,-0.020907,0.3872007,0.8723653,-3.524107,-38.66571,-25.38595,1027.194
3.786551664,-104.6788,-11.98358,-16.70855,0.08677598,0.3917534,0.912494,-3.524107,-38.66571,-25.38595,1027.198
3.806524942,-99.81321,-11.55573,-14.15335,0.07073722,0.3463402,0.8432862,-3.508187,-36.55011,-28.49008,1027.198
3.826498032,-96.58978,-6.360362,-13.78833,0.06252869,0.300348,0.8354816,-3.508187,-36.55011,-28.49008,1027.198
3.846471299,-92.57568,-2.509681,-13.91,0.08529077,0.2766441,0.8282076,-2.439177,-34.1256,-31.51865,1027.198
3.866444399,-86.91947,-2.81529,-12.75408,0.08531929,0.2528264,0.9430863,-2.439177,-34.1256,-31.51865,1027.198
3.886417635,-82.47965,-4.832314,-8.373747,0.146674,0.2355085,0.9824229,-2.439177,-34.1256,-31.51865,1027.198
3.906390725,-79.4995,-0.1870478,-3.628384,0.1456807,0.1666928,0.8904921,-2.073793,-31.71037,-34.18616,1027.198
3.926363847,-74.69476,5.375047,-0.2214575,0.06079769,0.1383436,0.8584075,-2.073793,-31.71037,-34.18616,1027.198
3.946336864,-67.0315,7.942167,0.7519501,0.03760053,0.1156151,0.8963031,-2.41257,-29.30427,-36.36988,1027.2
3.968806685,-56.63137,5.313925,1.36033,0.07666627,0.1525088,0.9965371,-2.41257,-29.30427,-36.36988,1027.2
3.988779901,-49.02893,5.375047,3.246307,0.1148994,0.1439418,0.9665523,-2.41257,-29.30427,-36.36988,1027.198
4.008753105,-39.60191,8.431143,4.94977,0.09086026,0.06785961,0.9048629,-2.402523,-27.18718,-38.12403,1027.198
4.028726289,-29.38424,11.42612,7.0791,0.06768203,0.04508483,0.9504176,-2.402523,-27.18718,-38.12403,1027.2
4.048699452,-22.0859,12.70968,7.991669,0.04531727,0.09948147,0.9806787,-2.398146,-25.12752,-38.59026,1027.2
4.068672615,-18.43673,11.91509,7.565804,0.04573352,0.130128,1.011325,-2.398146,-25.12752,-38.59026,1027.2
4.088645726,-17.15952,10.38704,6.592396,0.0537245,0.1529039,1.03444,-2.398146,-25.12752,-38.59026,1027.2
4.108619025,-17.82854,9.775825,5.25396,0.06096812,0.1220949,0.9962658,-2.040492,-24.41781,-39.92823,1027.2
4.128592240,-18.68001,9.592459,3.733011,0.04545919,0.1070505,1.003658,-2.040492,-24.41781,-39.92823,1027.2
4.148565351,-18.011,8.553387,1.786196,0.01459265,0.09242385,1.010789,-1.690848,-23.70607,-39.4253,1027.198
4.168538556,-18.011,4.947193,-0.4648094,0.01487648,0.107562,1.056749,-1.690848,-23.70607,-39.4253,1027.198
4.188511750,-19.10575,2.135585,-2.107435,0.006970635,0.09249388,1.033636,-1.690848,-23.70607,-39.4253,1027.2
4.208484840,-18.61919,0.3630495,-3.810898,-0.01636853,0.07802852,0.9796252,-1.686459,-23.35391,-40.34152,1027.2
4.228458076,-18.37591,0.3019276,-6.061903,-0.008841064,0.06235764,0.9874101,-1.686459,-23.35391,-40.34152,1027.2
4.248431364,-16.55133,-0.1259259,-7.522015,-0.001048697,0.06187117,1.033495,-0.337956,-22.33516,-40.74544,1027.2
